test	back	pval	kval
Ficedula_albicollis	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	1.0000	1.08
Geospiza_fortis	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.7415	0.79
Hirundo_rustica	`Melopsittacus_undulatus,Strigops_habroptila,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.6721	0.85
Lepidothrix_coronata	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Node61,Node59,Node57,Node3`	0.3363	0.49
Lonchura_striata_domestica	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.2201	1.57
Manacus_candei	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	1.0000	0.96
Manacus_vitellinus	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	1.0000	0.65
Melopsittacus_undulatus	`Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.8822	1.02
Melozone_crissalis	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.5016	1.27
Molothrus_ater	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.4673	1.57
Motacilla_alba_alba	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	1.0000	0.99
Neopelma_chrysocephalum	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.6753	0.82
Onychostruthus_taczanowskii	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.6190	1.38
Parus_major	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.1281	2.02
Passer_montanus	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Pipra_filicauda,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.6594	0.84
Pipra_filicauda	`Melopsittacus_undulatus,Strigops_habroptila,Hirundo_rustica,Parus_major,Cyanistes_caeruleus,Node8,Pseudopodoces_humilis,Node7,Node5,Sturnus_vulgaris,Catharus_ustulatus,Ficedula_albicollis,Node15,Node13,Corvus_moneduloides,Corvus_kubaryi,Node21,Corvus_cornix_cornix,Corvus_brachyrhynchos,Node24,Node20,Taeniopygia_guttata,Lonchura_striata_domestica,Node30,Vidua_chalybeata,Vidua_macroura,Node33,Node29,Corvus_hawaiiensis,Node28,Geospiza_fortis,Camarhynchus_parvulus,Node37,Node27,Node19,Motacilla_alba_alba,Zonotrichia_albicollis,Melozone_crissalis,Node45,Molothrus_ater,Agelaius_phoeniceus,Node48,Node44,Serinus_canaria,Node43,Node41,Pyrgilauda_ruficollis,Onychostruthus_taczanowskii,Node53,Passer_montanus,Node52,Node40,Node18,Node12,Node4,Empidonax_traillii,Neopelma_chrysocephalum,Manacus_vitellinus,Manacus_candei,Node64,Node62,Lepidothrix_coronata,Node61,Node59,Node57,Node3`	0.6040	1.49
