clade	test	back	pval	kval
Actinopterygii_group1	Gasterosteus_aculeatus_aculeatus	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.0241	0.39
Actinopterygii_group1	Gymnodraco_acuticeps	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.0001	50.00
Actinopterygii_group1	Labrus_bergylta	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.6576	1.13
Actinopterygii_group1	Larimichthys_crocea	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.5345	0.76
Actinopterygii_group1	Micropterus_dolomieu	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	1.0000	0.92
Actinopterygii_group1	Micropterus_salmoides	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.9237	0.74
Actinopterygii_group1	Morone_saxatilis	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.3347	0.54
Actinopterygii_group1	Notothenia_coriiceps	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.1308	0.02
Actinopterygii_group1	Perca_flavescens	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.5931	1.32
Actinopterygii_group1	Perca_fluviatilis	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.7292	0.85
Actinopterygii_group1	Plectropomus_leopardus	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Node51,Node31,Node21`	0.2040	0.00
Actinopterygii_group1	Pseudochaenichthys_georgianus	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.5861	0.79
Actinopterygii_group1	Pungitius_pungitius	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.2591	0.00
Actinopterygii_group1	Sander_lucioperca	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.3678	1.34
Actinopterygii_group1	Scatophagus_argus	`Sparus_aurata,Acanthopagrus_latus,Node4,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.6640	1.09
Actinopterygii_group1	Sebastes_umbrosus	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.5224	1.21
Actinopterygii_group1	Siniperca_chuatsi	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.0480	0.34
Actinopterygii_group1	Sparus_aurata	`Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Trematomus_bernacchii,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.1445	0.40
Actinopterygii_group1	Trematomus_bernacchii	`Sparus_aurata,Acanthopagrus_latus,Node4,Scatophagus_argus,Node3,Larimichthys_crocea,Node2,Dicentrarchus_labrax,Morone_saxatilis,Node9,Node1,Cheilinus_undulatus,Labrus_bergylta,Node13,Micropterus_dolomieu,Micropterus_salmoides,Node17,Siniperca_chuatsi,Node16,Node12,Etheostoma_cragini,Etheostoma_spectabile,Node23,Sander_lucioperca,Perca_fluviatilis,Perca_flavescens,Node28,Node26,Node22,Sebastes_umbrosus,Cyclopterus_lumpus,Gasterosteus_aculeatus_aculeatus,Pungitius_pungitius,Node38,Node36,Anarrhichthys_ocellatus,Node35,Node33,Pseudochaenichthys_georgianus,Gymnodraco_acuticeps,Node46,Notothenia_coriiceps,Node45,Node43,Cottoperca_gobio,Node42,Node32,Epinephelus_fuscoguttatus,Epinephelus_lanceolatus,Node52,Plectropomus_leopardus,Node51,Node31,Node21`	0.7457	0.72
